@relation ASSIGNMENT3-AASL

@attribute itPosition numeric
@attribute sentenceLength numeric
@attribute punctuationCount numeric
@attribute precedingNPs numeric
@attribute succedingNPs numeric 
@attribute immediatelyFollowsPP numeric
@attribute neighborPOSTags1 string
@attribute neighborPOSTags2 string
@attribute neighborPOSTags3 string
@attribute neighborPOSTags4 string
@attribute neighborPOSTags5 string
@attribute neighborPOSTags6 string
@attribute neighborPOSTags7 string
@attribute neighborPOSTags8 string
@attribute followedByIngVerb numeric
@attribute followedByPreposition numeric
@attribute adjectivesAfterCount numeric
@attribute verbBefore numeric
@attribute verbAfter numeric
@attribute adjectivesAfter numeric
@attribute nounPhraseWithAdjectiveAfter numeric
@attribute tokensBeforeNextVerbInf numeric
@attribute tokensBetweenItAndPreposition numeric
@attribute itImmediatelyFollowedByAdjNounPhrase numeric
@attribute dependencyToClosest string
@attribute followedByWeatherVerb numeric
@attribute followedByCognitiveVerb numeric
@attribute class {NOMANAPH, CLAUSEANAPH}

@data
11,13,2,3,0,0,VERB,VERB,ADV,VERB,VERB,PUNCT,ABS,ABS,0,0,0,1,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
1,26,2,0,7,0,ABS,ABS,ABS,ABS,VERB,ADV,DET,NOUN,1,1,1,0,1,1,1,7,6,0,nsubj,0,0,NOMANAPH
1,9,2,0,2,0,ABS,ABS,ABS,ABS,VERB,ADP,DET,NOUN,0,1,0,0,1,0,0,0,1,0,nsubj,0,0,NOMANAPH
1,15,2,0,4,0,ABS,ABS,ABS,ABS,VERB,ADV,DET,NOUN,0,1,0,0,1,0,0,0,10,0,nsubj,0,0,NOMANAPH
8,15,2,2,2,0,DET,NOUN,PUNCT,CONJ,VERB,VERB,PRON,ADP,0,1,0,1,1,0,0,0,3,0,nsubj,0,1,NOMANAPH
11,15,2,3,1,0,CONJ,PRON,VERB,VERB,ADP,DET,NOUN,PUNCT,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
1,22,4,0,4,0,ABS,ABS,ABS,ABS,VERB,VERB,ADP,ADJ,0,1,2,0,1,1,1,14,2,0,nsubjpass,0,0,NOMANAPH
1,4,1,0,1,0,ABS,ABS,ABS,ABS,VERB,DET,PUNCT,ABS,0,0,0,0,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
1,9,1,0,1,0,ABS,ABS,ABS,ABS,VERB,ADJ,ADP,DET,0,1,2,0,1,1,1,0,2,0,nsubj,0,0,NOMANAPH
1,10,3,0,1,0,ABS,ABS,ABS,ABS,VERB,PUNCT,ADP,PRON,0,1,0,0,1,0,0,0,2,0,nsubjpass,0,0,NOMANAPH
1,15,2,0,4,0,ABS,ABS,ABS,ABS,VERB,DET,PROPN,VERB,0,1,2,0,1,1,1,0,4,0,nsubj,0,0,NOMANAPH
1,14,1,0,2,0,ABS,ABS,ABS,ABS,VERB,PRON,VERB,ADP,1,1,0,0,1,0,0,0,3,0,nsubj,0,1,NOMANAPH
1,16,2,0,3,0,ABS,ABS,ABS,ABS,VERB,VERB,VERB,PUNCT,0,1,0,0,1,0,0,0,9,0,nsubj,0,0,NOMANAPH
1,13,1,0,3,0,ABS,ABS,ABS,ABS,VERB,VERB,ADP,ADP,0,1,0,0,1,0,0,4,2,0,nsubj,0,0,NOMANAPH
1,15,3,0,4,0,ABS,ABS,ABS,ABS,VERB,VERB,PROPN,PUNCT,0,0,0,0,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
6,15,3,2,2,0,VERB,VERB,PROPN,PUNCT,VERB,VERB,VERB,NOUN,0,0,0,1,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
1,11,3,0,2,0,ABS,ABS,ABS,ABS,VERB,PUNCT,ADP,NOUN,0,1,0,0,1,0,0,0,2,0,nsubj,0,0,NOMANAPH
1,25,2,0,6,0,ABS,ABS,ABS,ABS,VERB,VERB,VERB,VERB,0,1,2,0,1,1,1,0,4,0,nsubjpass,0,0,NOMANAPH
18,25,2,4,2,0,VERB,ADP,ADV,VERB,ADP,NOUN,CONJ,DET,0,1,1,1,0,1,1,0,0,0,dobj,0,0,NOMANAPH
1,13,1,0,2,0,ABS,ABS,ABS,ABS,VERB,VERB,VERB,VERB,0,1,0,0,1,0,0,0,5,0,nsubjpass,0,0,NOMANAPH
1,12,2,0,4,0,ABS,ABS,ABS,ABS,VERB,PRON,PUNCT,ADP,0,1,0,0,1,0,0,0,3,0,nsubj,0,1,NOMANAPH
11,12,2,4,0,1,VERB,DET,NOUN,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_for,0,0,NOMANAPH
1,4,1,0,1,0,ABS,ABS,ABS,ABS,VERB,PRON,PUNCT,ABS,0,0,0,0,1,0,0,0,0,0,nsubj,0,1,NOMANAPH
1,21,1,0,3,0,ABS,ABS,ABS,ABS,VERB,ADV,ADV,ADP,0,1,2,0,1,1,1,0,3,0,nsubj,0,1,NOMANAPH
1,9,1,0,2,1,ABS,ABS,ABS,ABS,VERB,PRON,ADJ,NOUN,0,1,1,0,1,1,1,0,6,0,nsubj,0,1,NOMANAPH
1,22,3,0,4,1,ABS,ABS,ABS,ABS,VERB,DET,ADJ,ADJ,0,1,3,0,1,1,1,0,5,0,nsubj,0,0,NOMANAPH
15,22,3,3,1,0,ADJ,PUNCT,ADP,ADP,VERB,VERB,ADP,ADP,0,1,0,1,1,0,0,0,2,0,nsubj,0,0,NOMANAPH
1,8,1,0,1,0,ABS,ABS,ABS,ABS,VERB,ADV,ADV,ADP,0,1,0,0,1,0,0,0,3,0,nsubj,0,0,NOMANAPH
1,20,2,0,5,0,ABS,ABS,ABS,ABS,VERB,DET,ADJ,NOUN,0,1,2,0,1,1,1,0,4,0,nsubj,0,0,NOMANAPH
1,6,1,0,1,0,ABS,ABS,ABS,ABS,VERB,ADV,ADV,NOUN,0,0,0,0,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
1,20,2,0,5,0,ABS,ABS,ABS,ABS,VERB,VERB,ADV,DET,0,1,1,0,1,1,1,0,5,0,nsubjpass,0,0,NOMANAPH
1,8,1,0,2,0,ABS,ABS,ABS,ABS,VERB,PROPN,NUM,ADP,0,1,0,0,1,0,0,0,3,0,nsubj,0,0,NOMANAPH
1,10,1,0,1,0,ABS,ABS,ABS,ABS,VERB,ADV,VERB,CONJ,0,1,0,0,1,0,0,0,5,0,nsubjpass,0,0,NOMANAPH
1,13,1,0,3,0,ABS,ABS,ABS,ABS,VERB,NUM,ADP,DET,0,1,1,0,1,1,1,0,2,0,nsubj,0,0,NOMANAPH
1,13,2,0,2,0,ABS,ABS,ABS,ABS,VERB,VERB,ADP,NOUN,0,1,1,0,1,1,1,0,2,0,nsubjpass,0,0,NOMANAPH
2,23,5,0,4,0,ABS,ABS,ABS,PUNCT,VERB,VERB,PUNCT,CONJ,0,1,3,0,1,1,1,0,5,0,nsubjpass,0,0,NOMANAPH
2,8,2,0,1,0,ABS,ABS,ABS,PUNCT,VERB,ADV,DET,ADJ,0,0,1,0,1,1,1,0,0,0,nsubj,0,0,NOMANAPH
1,29,3,0,8,0,ABS,ABS,ABS,ABS,VERB,ADV,ADJ,PUNCT,0,1,3,0,1,1,1,0,9,0,nsubj,0,0,NOMANAPH
6,29,3,1,7,0,VERB,ADV,ADJ,PUNCT,VERB,DET,ADJ,NOUN,0,1,2,1,1,1,1,0,4,0,nsubj,0,0,NOMANAPH
1,19,1,0,4,0,ABS,ABS,ABS,ABS,VERB,ADJ,ADP,PRON,0,1,1,0,1,1,1,0,2,0,nsubj,0,0,NOMANAPH
7,19,1,2,2,0,ADJ,ADP,PRON,ADP,VERB,VERB,VERB,ADP,0,1,0,1,1,0,0,0,3,0,nsubjpass,0,0,NOMANAPH
12,19,1,3,1,0,VERB,VERB,VERB,ADP,VERB,VERB,CONJ,PRON,0,0,0,1,1,0,0,0,0,0,nsubjpass,0,0,NOMANAPH
1,21,2,0,6,0,ABS,ABS,ABS,ABS,VERB,VERB,ADP,NUM,0,1,0,0,1,0,0,0,2,0,nsubjpass,0,0,NOMANAPH
1,5,1,0,1,0,ABS,ABS,ABS,ABS,VERB,VERB,PRON,PUNCT,0,0,0,0,1,0,0,0,0,0,nsubj,0,1,NOMANAPH
1,6,1,0,1,0,ABS,ABS,ABS,ABS,VERB,VERB,DET,NOUN,0,0,0,0,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
1,14,1,0,2,0,ABS,ABS,ABS,ABS,VERB,ADV,VERB,VERB,0,1,0,0,1,0,0,0,4,0,nsubjpass,0,0,NOMANAPH
1,7,1,0,1,0,ABS,ABS,ABS,ABS,VERB,DET,ADJ,ADJ,0,0,2,0,1,1,1,0,0,0,nsubj,0,0,NOMANAPH
1,6,1,0,0,0,ABS,ABS,ABS,ABS,VERB,ADV,VERB,VERB,0,0,0,0,1,0,0,0,0,0,nsubjpass,0,0,NOMANAPH
1,6,1,0,0,0,ABS,ABS,ABS,ABS,VERB,ADV,ADV,ADJ,0,0,1,0,1,1,1,0,0,0,nsubj,0,0,NOMANAPH
1,10,2,0,2,0,ABS,ABS,ABS,ABS,VERB,ADV,ADP,DET,0,1,0,0,1,0,0,0,2,0,nsubj,0,0,NOMANAPH
34,37,5,8,1,0,ADP,DET,NOUN,ADP,VERB,NOUN,PUNCT,ABS,0,0,0,1,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
6,8,1,2,0,0,DET,NOUN,VERB,PRON,VERB,PUNCT,ABS,ABS,0,0,0,1,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
11,13,1,3,0,0,VERB,VERB,CONJ,VERB,ADV,PUNCT,ABS,ABS,0,0,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
15,19,2,2,1,1,CONJ,VERB,ADV,ADP,ADP,PRON,VERB,PUNCT,0,1,0,1,1,0,0,0,0,0,prep_near,0,0,NOMANAPH
20,46,4,5,8,0,PRON,VERB,ADV,VERB,ADP,PRON,PUNCT,PROPN,0,1,2,1,1,1,1,0,0,0,dobj,0,0,NOMANAPH
45,46,4,13,0,1,DET,ADJ,NOUN,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_of,0,0,NOMANAPH
18,45,6,5,7,0,DET,NOUN,PUNCT,VERB,ADP,NOUN,PUNCT,CONJ,0,1,1,1,1,1,1,0,0,0,dobj,0,0,NOMANAPH
31,45,6,9,3,0,ADV,VERB,ADV,ADP,VERB,DET,DET,VERB,0,1,1,1,1,1,1,0,7,0,nsubj,0,0,NOMANAPH
40,45,6,11,1,0,ADV,ADV,ADJ,ADP,VERB,ADV,VERB,NOUN,0,0,0,1,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
3,33,5,1,7,0,ABS,ABS,PROPN,VERB,PUNCT,CONJ,VERB,ADJ,0,1,1,1,1,1,1,0,4,0,dobj,0,0,NOMANAPH
13,21,3,4,1,0,DET,ADJ,NOUN,ADP,VERB,VERB,ADJ,PUNCT,0,0,2,1,1,1,1,0,0,0,nsubj,0,0,NOMANAPH
5,8,1,2,1,1,PROPN,VERB,NOUN,ADP,ADP,NOUN,PUNCT,ABS,0,1,0,1,0,0,0,0,0,0,prep_of,0,0,NOMANAPH
16,24,4,4,1,1,ADP,DET,NOUN,ADP,PUNCT,VERB,VERB,DET,1,0,1,0,1,1,1,0,0,0,prep_before,0,0,NOMANAPH
11,36,5,3,7,0,ADJ,NOUN,DET,VERB,PUNCT,PRON,VERB,VERB,0,1,1,1,1,1,1,27,7,0,dobj,0,0,NOMANAPH
3,8,1,1,1,0,ABS,ABS,DET,NOUN,VERB,VERB,PRON,ADV,0,0,0,0,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
3,12,1,1,1,0,ABS,ABS,NOUN,ADP,VERB,ADV,ADV,ADJ,0,1,1,0,1,1,1,0,6,0,prep_for,0,0,NOMANAPH
6,8,1,2,0,0,PRON,VERB,ADV,VERB,VERB,PUNCT,ABS,ABS,0,0,0,1,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
16,18,1,5,0,0,DET,NOUN,CONJ,VERB,ADJ,PUNCT,ABS,ABS,0,0,1,1,0,1,1,0,0,0,nsubj,0,1,NOMANAPH
5,8,1,1,1,0,ADV,PRON,ADV,VERB,ADP,NOUN,PUNCT,ABS,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
2,9,2,0,1,0,ABS,ABS,ABS,ADV,VERB,ADV,PUNCT,PRON,0,0,0,0,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
15,21,2,2,1,0,VERB,ADV,ADV,ADP,VERB,VERB,PRON,ADJ,0,0,1,1,1,1,1,0,0,0,nsubj,0,0,NOMANAPH
7,12,2,2,1,0,PUNCT,PRON,VERB,VERB,ADP,DET,NOUN,NOUN,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
21,31,4,6,2,0,PROPN,VERB,ADP,VERB,ADV,PUNCT,ADP,VERB,1,1,0,1,1,0,0,0,2,0,dobj,0,0,NOMANAPH
5,18,1,1,4,0,CONJ,VERB,PRON,VERB,ADP,PRON,PRON,VERB,0,1,1,1,1,1,1,0,0,0,dobj,0,0,NOMANAPH
8,18,1,3,2,0,VERB,PRON,ADP,PRON,VERB,DET,NOUN,VERB,0,1,1,1,1,1,1,0,4,0,nsubj,0,0,NOMANAPH
4,17,2,0,2,0,PUNCT,ADV,ADV,VERB,ADV,ADJ,PUNCT,CONJ,0,1,3,1,1,1,1,0,7,0,nsubj,0,0,NOMANAPH
13,17,2,2,0,0,DET,ADJ,NOUN,ADP,VERB,ADV,ADJ,PUNCT,0,0,1,1,1,1,1,0,0,0,prep_of,0,0,NOMANAPH
5,13,4,0,1,0,PUNCT,ADV,PUNCT,ADP,VERB,VERB,VERB,CONJ,0,0,0,0,1,0,0,0,0,0,nsubjpass,0,0,NOMANAPH
7,50,4,1,13,0,ADP,ADV,VERB,VERB,ADP,PRON,NOUN,PUNCT,0,1,4,1,1,1,1,0,0,0,dobj,0,0,NOMANAPH
5,11,3,1,1,0,PUNCT,ADP,NOUN,PUNCT,VERB,DET,DET,ADJ,0,0,1,0,1,1,1,0,0,0,nsubj,0,0,NOMANAPH
9,10,2,2,0,1,NOUN,ADP,VERB,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_with,0,0,NOMANAPH
13,20,3,2,0,0,NOUN,ADV,ADV,CONJ,VERB,VERB,ADP,ADP,0,1,1,1,1,1,1,16,2,0,nsubj,0,0,NOMANAPH
27,35,3,6,1,0,VERB,PUNCT,CONJ,VERB,ADP,VERB,VERB,ADP,0,1,1,1,1,1,1,27,0,0,dobj,0,0,NOMANAPH
2,16,3,0,5,0,ABS,ABS,ABS,CONJ,VERB,VERB,PROPN,PUNCT,0,1,0,0,1,0,0,0,11,0,nsubj,0,0,NOMANAPH
15,16,3,5,0,1,VERB,VERB,PRON,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_of,0,0,NOMANAPH
16,24,3,4,3,0,NOUN,PUNCT,VERB,ADP,VERB,VERB,ADP,ADP,0,1,0,1,1,0,0,0,2,0,nsubj,0,0,NOMANAPH
12,16,3,4,1,0,PRON,VERB,ADV,VERB,ADP,DET,ADJ,PUNCT,0,1,1,1,0,1,1,0,0,0,dobj,0,0,NOMANAPH
10,33,7,3,3,0,ADJ,NOUN,PUNCT,CONJ,VERB,VERB,ADP,VERB,0,1,2,0,1,1,1,12,2,0,nsubjpass,0,0,NOMANAPH
32,33,7,6,0,0,ADP,NOUN,ADV,VERB,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
11,13,2,3,0,0,NOUN,PUNCT,CONJ,VERB,ADV,PUNCT,ABS,ABS,0,0,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
13,21,2,4,2,0,ADP,PRON,VERB,ADP,VERB,ADV,ADV,ADV,0,0,0,1,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
20,21,2,6,0,0,ADV,ADV,PRON,VERB,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
12,13,1,3,0,0,DET,NOUN,VERB,VERB,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
6,10,3,1,0,0,PUNCT,PRON,VERB,PUNCT,ADV,ADV,VERB,PUNCT,0,0,0,1,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
5,6,2,1,0,0,ADV,PUNCT,PRON,VERB,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,dep,0,0,NOMANAPH
2,8,2,0,1,0,ABS,ABS,ABS,VERB,ADV,ADV,PUNCT,VERB,0,0,0,1,1,0,0,0,0,0,dobj,0,0,NOMANAPH
2,8,2,0,1,0,ABS,ABS,ABS,VERB,ADP,DET,NOUN,PUNCT,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
3,16,2,1,4,0,ABS,ABS,PRON,VERB,ADP,ADP,PRON,DET,0,1,0,1,1,0,0,0,0,0,dobj,0,0,NOMANAPH
12,16,2,4,1,0,NOUN,PUNCT,CONJ,VERB,ADP,DET,NOUN,PUNCT,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
3,6,1,1,1,0,ABS,ABS,PRON,VERB,ADP,PROPN,PUNCT,ABS,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
10,18,3,3,2,0,ADV,ADV,PUNCT,ADP,VERB,NOUN,ADP,VERB,0,1,0,1,1,0,0,12,2,0,nsubj,0,0,NOMANAPH
5,10,1,1,1,0,PRON,VERB,ADV,VERB,ADP,ADP,ADV,NOUN,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
26,27,4,6,0,1,NOUN,ADV,ADJ,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_about,0,0,NOMANAPH
33,40,4,8,1,0,NOUN,NOUN,PUNCT,ADV,VERB,VERB,ADV,ADP,0,1,0,1,1,0,0,0,3,0,nsubjpass,0,0,NOMANAPH
29,31,4,6,0,0,NOUN,PUNCT,CONJ,VERB,ADV,PUNCT,ABS,ABS,0,0,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
11,17,3,3,2,0,PUNCT,ADP,PRON,VERB,ADP,NOUN,ADP,DET,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
10,18,2,2,2,0,ADJ,NUM,PUNCT,VERB,ADP,DET,ADJ,NUM,0,1,1,1,0,1,1,0,0,0,dobj,0,0,NOMANAPH
3,18,3,1,5,0,ABS,ABS,PRON,VERB,NOUN,ADP,NOUN,PUNCT,0,1,0,1,1,0,0,12,1,0,dobj,0,0,NOMANAPH
17,18,3,6,0,1,ADP,VERB,ADV,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_for,0,0,NOMANAPH
3,20,3,1,5,0,ABS,ABS,PRON,VERB,ADP,PUNCT,CONJ,NOUN,1,1,0,1,1,0,0,0,0,0,dobj,0,0,NOMANAPH
9,15,3,3,1,0,NOUN,PUNCT,CONJ,DET,VERB,PUNCT,ADP,PRON,0,1,0,1,1,0,0,0,2,0,nsubj,0,0,NOMANAPH
5,8,1,1,1,0,PRON,ADV,VERB,VERB,ADP,NOUN,PUNCT,ABS,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
30,46,5,7,4,0,VERB,DET,NOUN,ADP,VERB,VERB,ADP,PRON,0,1,0,1,1,0,0,0,2,0,nsubjpass,0,0,NOMANAPH
9,10,2,1,0,0,ADV,VERB,ADP,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_about,0,0,NOMANAPH
9,16,2,1,2,0,NOUN,CONJ,NOUN,PUNCT,VERB,ADP,DET,NOUN,0,1,0,1,1,0,0,0,1,0,nsubj,0,0,NOMANAPH
20,31,2,5,2,0,ADJ,NUM,PUNCT,CONJ,VERB,VERB,ADP,DET,0,1,2,1,1,1,1,0,2,0,nsubjpass,0,0,NOMANAPH
4,14,2,1,2,0,PUNCT,ADP,PRON,VERB,ADP,ADP,PRON,NOUN,0,1,0,1,1,0,0,0,0,0,dobj,0,0,NOMANAPH
12,14,2,3,0,0,NOUN,PUNCT,CONJ,VERB,ADP,PUNCT,ABS,ABS,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
11,13,2,4,0,0,NOUN,PUNCT,PRON,VERB,ADV,PUNCT,ABS,ABS,0,0,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
14,29,4,3,3,0,ADJ,NOUN,PUNCT,CONJ,VERB,VERB,ADV,ADJ,0,1,2,1,1,1,1,20,4,0,nsubj,0,0,NOMANAPH
20,29,4,4,2,0,VERB,ADV,ADJ,ADP,ADP,VERB,ADP,ADJ,0,1,1,1,1,1,1,20,0,0,nsubj,0,0,NOMANAPH
13,21,3,2,2,0,PROPN,PUNCT,CONJ,ADV,VERB,PUNCT,VERB,PRON,0,0,0,1,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
12,16,2,2,1,0,DET,NOUN,PUNCT,VERB,ADP,PRON,VERB,PUNCT,0,1,0,1,1,0,0,0,0,0,dobj,0,0,NOMANAPH
9,16,3,3,2,0,PROPN,PUNCT,PROPN,VERB,PUNCT,CONJ,PRON,DET,0,1,0,1,1,0,0,0,5,0,dobj,0,0,NOMANAPH
12,13,2,3,0,1,ADP,DET,NOUN,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_of,0,0,NOMANAPH
4,9,2,1,1,0,PUNCT,DET,NOUN,PUNCT,VERB,PROPN,PROPN,PROPN,0,0,0,0,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
10,13,2,3,0,0,PUNCT,PRON,ADV,VERB,VERB,VERB,PUNCT,ABS,0,0,0,1,1,0,0,0,0,0,nsubj,0,0,NOMANAPH
8,17,1,2,1,0,PRON,ADP,ADV,ADP,VERB,ADV,VERB,VERB,0,1,1,1,1,1,1,0,4,0,nsubjpass,0,0,NOMANAPH
3,9,3,1,1,0,ABS,ABS,DET,VERB,PUNCT,INTJ,PUNCT,ADV,0,0,0,1,0,0,0,0,0,0,advmod,0,0,NOMANAPH
15,20,6,2,1,0,NUM,PUNCT,ADP,VERB,ADP,DET,ADJ,PUNCT,0,1,1,1,0,1,1,0,0,0,dobj,0,0,NOMANAPH
15,16,1,4,0,1,PRON,ADP,VERB,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_for,0,0,NOMANAPH
27,33,6,8,2,0,NOUN,PUNCT,CONJ,VERB,ADP,PRON,NOUN,DET,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
4,7,1,1,1,0,PUNCT,DET,NOUN,VERB,ADP,NOUN,PUNCT,ABS,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
16,17,2,3,0,1,VERB,ADV,VERB,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_with,0,0,NOMANAPH
5,7,1,1,0,0,DET,NOUN,NOUN,CONJ,VERB,PUNCT,ABS,ABS,0,0,0,0,1,0,0,0,0,0,conj_...and,0,0,NOMANAPH
7,8,1,2,0,1,VERB,DET,NOUN,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_of,0,0,NOMANAPH
14,42,6,3,5,0,ADP,DET,ADJ,NOUN,VERB,PRON,NOUN,PUNCT,0,1,2,1,1,1,1,0,5,0,nsubj,0,0,NOMANAPH
24,42,6,0,0,0,ADP,ADJ,PRON,VERB,VERB,ADP,PRON,NOUN,0,1,1,1,1,1,1,0,1,0,nsubj,0,1,NOMANAPH
38,42,6,8,0,0,DET,NOUN,NOUN,PUNCT,VERB,VERB,ADJ,PUNCT,0,0,1,1,1,1,1,0,0,0,nsubjpass,0,0,NOMANAPH
28,33,4,5,1,1,PUNCT,VERB,ADP,ADP,ADP,ADP,DET,NOUN,0,1,0,1,0,0,0,0,0,0,pobj,0,0,NOMANAPH
22,29,4,5,2,0,NOUN,PUNCT,CONJ,VERB,ADP,DET,NOUN,ADP,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
6,11,1,1,1,0,NOUN,VERB,CONJ,VERB,ADV,ADP,PROPN,NOUN,0,1,0,1,0,0,0,0,1,0,dobj,0,0,NOMANAPH
7,32,4,2,4,0,NOUN,VERB,ADJ,ADV,VERB,PUNCT,ADP,DET,1,1,2,1,1,1,1,0,2,0,nsubj,0,0,NOMANAPH
23,32,4,5,1,0,DET,ADJ,NOUN,PUNCT,VERB,ADV,ADJ,PRON,0,0,1,1,1,1,1,0,0,0,nsubj,0,0,NOMANAPH
19,28,3,6,1,0,VERB,PUNCT,CONJ,DET,CONJ,PRON,ADJ,NOUN,0,0,1,1,1,1,1,0,0,0,nsubjpass,0,0,NOMANAPH
18,19,2,5,0,1,VERB,DET,VERB,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_from,0,0,NOMANAPH
17,18,1,3,0,0,DET,NOUN,ADP,VERB,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
16,19,3,5,1,0,ADP,DET,ADJ,CONJ,VERB,PRON,PUNCT,ABS,0,0,0,1,1,0,0,0,0,0,conj_...and,0,0,NOMANAPH
30,63,10,8,11,0,PROPN,PROPN,ADV,VERB,PUNCT,ADP,PROPN,PUNCT,1,1,2,1,1,1,1,0,1,0,dobj,0,0,NOMANAPH
11,13,2,2,0,0,ADJ,NOUN,PUNCT,VERB,ADV,PUNCT,ABS,ABS,0,0,0,1,0,0,0,0,0,0,nsubj,0,0,NOMANAPH
10,14,1,2,0,0,ADP,NUM,NOUN,ADP,VERB,VERB,VERB,PUNCT,0,0,0,1,1,0,0,0,0,0,nsubjpass,0,0,NOMANAPH
19,20,1,5,0,1,ADP,PRON,NOUN,ADP,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,prep_on,0,0,NOMANAPH
6,27,3,1,6,0,PRON,VERB,ADP,VERB,ADP,PUNCT,CONJ,VERB,0,1,0,1,1,0,0,0,0,0,dobj,0,0,NOMANAPH
11,27,3,3,4,0,ADP,PUNCT,CONJ,VERB,ADP,DET,NOUN,ADP,0,1,0,1,1,0,0,0,0,0,dobj,0,0,NOMANAPH
22,27,3,6,1,0,NOUN,PUNCT,CONJ,VERB,ADP,PRON,NOUN,ADV,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
3,6,1,0,1,0,ABS,ABS,ADV,VERB,ADP,PRON,PUNCT,ABS,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
6,8,1,0,0,0,ADV,VERB,PRON,VERB,ADP,PUNCT,ABS,ABS,0,1,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
8,9,1,2,0,0,VERB,ADV,PRON,VERB,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,dobj,0,0,NOMANAPH
7,15,3,1,2,0,DET,DET,NOUN,PUNCT,VERB,ADP,DET,NOUN,0,1,0,0,1,0,0,0,1,0,nsubj,0,0,NOMANAPH
8,16,3,2,2,0,DET,NOUN,ADP,VERB,PUNCT,CONJ,PRON,VERB,0,0,0,1,1,0,0,0,0,0,dobj,0,0,NOMANAPH
15,16,3,4,0,0,PRON,VERB,ADV,VERB,PUNCT,ABS,ABS,ABS,0,0,0,1,0,0,0,0,0,0,xcomp,0,0,NOMANAPH
